LAT_DD,LON_DD,WSAREA_km2,lake_AREA_HA,Total Phosphorus Concentration,Monthly Snow Cover,Annual Snow Cover,Monthly Land Surface Temperature,Annual Land Surface Temperature,Monthly Net Primary Productivity,Annual Net Primary Productivity,Monthly Precipitation,Annual Precipitation,Atmopsheric P Deposition,Atmospheric N Deposition,Atmospheric S Deposition,Rock N Weathering,Legacy P Surplus,Wetland Cover,Median Runoff,Clay Content,Sand Content,Organic Matter Content,Agricultural Erodibility,P2O5 Content,Depth,Human Waste
45.0623267,-117.1533553,4.044261315,12.89054746,1.204119983,0,1.750117467,1.469300066,0.91855591,0.491416856,0.298457665,1.158814646,2.029809743,0.032565377,0.621158255,0.332522787,0.282594882,0,0,2.27012228,1.31993844,1.360025089,0.354108439,0,0.090718237,0.568201724,0
47.07694132,-119.324822,202086.6719,2575.598798,2,0.648939128,1.57211848,1.338990219,0.984413302,0.524019063,0.387875894,0.703555257,1.856958558,0.017997365,0.616138249,0.268560598,0.190043633,2.664596483,0.312351071,2.576195767,1.139114341,1.594281406,0.253471552,0.012149002,0.056065709,0.553883027,1
31.58749658,-98.62250327,30.77343355,27.75564237,1.602059991,0,0,1.634540751,1.49413359,0.1376805,0.18692632,1.680380833,1.780413331,0.031007637,0.906089573,0.533459449,0.410437078,4.354344759,0.011281987,1.324534151,1.632984759,1.221751555,0.54314306,0.002043406,0.097888574,0.217483944,0
37.43724,-113.0491,21.69796,83.10156,1.230448921,0,1.393920396,1.496842504,1.269552869,0.259102667,0.212559819,1.820109466,1.5549593,0.030417709,0.851408858,0.365904296,0.517251023,0,0.066661072,1.591064607,1.5511838,1.386355065,0.244740728,0,0.075282034,0.681241237,1
31.91895699,-91.22708935,1.4157,33.8466449,2.599883072,0,0.149251451,1.459024236,1.36085346,0.050011144,0.448712407,1.760309371,2.02742351,0.047249548,0.934934099,0.686815848,0.524409906,0,1.1529955,2.722733786,1.71306466,1.1291675,0.139686979,0.086911666,0.069633334,-0.279840697,1
36.70544343,-96.4191085,121.9666289,325.3718103,1.491361694,0,0.183251153,1.536876442,1.43111038,-0.168044615,0.084773249,1.889928872,1.868073035,0.039467301,1.010706611,0.572593926,0.412821595,3.215094014,0,2.479230591,1.536188338,1.224685776,0.296157849,0.001838588,0.085505263,0.316269962,1
38.79133099,-95.97942873,1.412398128,10.94023339,1.579783597,0,0,1.557251352,1.374750754,0.072287539,0.13845811,1.789792175,1.890737633,0.036398473,1.027776294,0.541933843,0.548526527,4.767217359,0.160296992,2.376576957,1.609274172,0.953016558,0.361727836,0.057664649,0.087687456,0.316269962,0
35.6405438,-94.9696952,4138.381602,5462.694674,1.079181246,0,0.282001089,1.45288063,1.32609877,0.374582382,0.324060906,2.123284582,1.968786855,0.051508434,1.139530355,0.753102849,0.428444219,6.906936347,0.198275797,2.579171504,1.55694104,1.391850366,0.215991204,0.065329697,0.07828915,1.451786436,1
28.1024337,-82.7211452,168.6418248,1013.147687,1.491361694,0,0.022219396,1.524176267,1.457078869,0.341800487,0.424871996,2.392104593,1.947273478,0.032211188,1.047503847,0.885430717,0.257161733,6.588027914,1.490355397,2.551308062,0.724422291,1.965198648,0.655890509,0.002766247,0.086562752,0.579783597,1
45.45225051,-87.75739561,0.7092,13.21825643,1.204119983,0,1.005212048,1.444216975,1.140658956,0.654918988,0.519768584,1.986771734,1.70643328,0.022781149,0.89418797,0.560852905,0.356688316,5.482702373,1.372706446,2.451786436,0.943609373,1.84492936,1.170622782,0.018123641,0.053611566,0.208620484,1
33.7473298,-117.4401855,86.76265447,26.7345594,3.142076461,0,0,1.662757832,1.550284543,0.072287539,0.140009162,0,0.828297299,0.05309228,0.95817351,0.19238601,0.478036183,1.682924478,0.142270295,1.081869209,1.209646869,1.728627628,0.183220896,0.012362765,0.059326103,0.812913357,1
41.9346068,-85.3308898,375.431381,294.5937826,1.278753601,0,1.044876039,1.487205202,1.200857317,0.497577153,0.302470267,1.795768049,1.902470777,0.056159307,1.149046438,1.094370998,0.391657552,6.179475966,1.206899031,2.572871602,1.194747226,1.723856893,0.830271472,0.0570658,0.077867049,1.113943352,1
45.55612315,-99.77590227,0.2763,10.42400154,2.968015714,0,0.83919587,1.536876442,1.246993282,0.160423625,0.242915903,1.797267546,1.583132622,0.023000825,0.851017865,0.409368007,0.682889697,0,0,1.230448921,1.452358912,1.435625477,0.38455129,0,0.059465341,-0.124938737,0
47.61488972,-100.8270091,43.7301,34.78201734,2.439332694,0,0.38362927,1.426652117,1.177139629,0.494507915,0.264657498,1.870842647,1.666400968,0.026688039,0.803530978,0.534648739,0.382181038,4.106196101,1.033281219,1.342422681,1.42168945,1.487217271,0.369824713,0.066157603,0.057775147,0.419129308,1
46.96232,-68.89108,9.318017,113.5652,0.301029996,0,1.651906026,1.290998121,0.811288196,0.837583451,0.502980561,2.065131372,1.982429541,0.023099998,0.751036093,0.754023487,0.451105868,0,0.500816913,2.776859325,1.147708398,1.394699228,0.677070195,0,0.064646938,1.539076099,0
45.71958321,-89.88146231,805.38129,1780.118125,1.698970004,0,1.447602221,1.338336218,1.040182036,0.706176613,0.506157337,1.635871738,1.784157644,0.029980422,0.888992351,0.526747498,0.088045238,0,1.50435522,2.493366073,0.801264318,1.863681312,1.172197663,0.000674953,0.087760205,0.301029996,1
37.8592563,-93.3259702,1634.913291,3371.814359,1.477121255,0,0.868542403,1.356266819,1.305410616,0.407960313,0.291374407,1.780598405,2.029210084,0.042116623,1.070879858,0.80480168,0.352624519,6.588440473,0.246840177,2.518549436,1.606960806,1.279710252,0.183154921,0.07315986,0.042921491,1,1
40.37248248,-84.34011043,201.2653451,327.1193671,2.758154622,0,0.662715351,1.522741937,1.296647921,0.445987493,0.324244252,1.965692856,1.960965114,0.034635475,1.149046736,0.852737371,0.383270499,6.028356059,0.088269833,2.530118089,1.549740408,1.144801001,0.485305269,0.111850432,0.05127152,-0.632023215,1
44.011243,-121.742747,94.40757356,97.254939,1.819543936,0,1.736741471,1.439891907,0.956547808,0.677053423,0.439876389,1.010045417,2.30791658,0.018643047,0.51259464,0.38005101,0.101560498,6.220024261,0.327754793,3.069440126,1.041392685,1.6642658,0.545307116,0,0.099778482,0.186494019,1
47.13839584,-99.13252314,2.2797,38.88659889,2.523746467,0,0.827696519,1.479338355,1.154154697,0.31532558,0.263493947,1.651326485,1.7263366,0.026430582,0.833083741,0.487343022,0.481224323,4.073399432,0.589050849,1.301029996,1.422297569,1.406429091,0.245194971,0.04012988,0.061969782,0.310237997,0
32.09046,-93.48976,43.03482,38.53073,2.155336037,0,0,1.498364872,1.380602835,0.46935803,0.413062095,1.840419778,2.066805062,0.056487881,0.973926452,0.822708322,0.40149037,6.720135672,1.216145774,2.892329152,1.609827708,0.876612364,0.332966013,0.083641387,0.071646762,0.477121255,1
39.7157192,-86.2116285,4.850583945,18.96018685,0.954242509,0,0.860338008,1.539476191,1.299963612,0.513589824,0.327308643,1.693199146,2.000849664,0.057163064,1.191480357,1.257859914,0.448585194,0,0,2.575187845,1.375190929,1.366035629,0.479513962,0,0.093314487,0.929418926,1
40.7640087,-111.3907566,866.4315716,420.1827721,1.301029996,0,1.637975789,1.452739985,1.079976061,0.431648645,0.270046553,1.619682636,1.754831971,0.047741628,0.884111259,0.437952213,0.552501873,4.76692675,0.093241451,2.197648172,1.383000095,1.571301205,0.314241973,0.00786185,0.06955237,1.371067862,1
45.81116472,-99.28278555,15.0552,47.89237558,1.602059991,0,0.128556993,1.531629748,1.227944032,0.309076634,0.233655541,1.620968423,1.566427677,0.023000825,0.88293996,0.451061341,0.405113363,4.825443885,0.355515923,1.230448921,1.371164718,1.548471909,0.330714417,0.031334556,0.055905961,0,1
40.76439588,-122.2541896,15523.06128,11052.35363,0.819543936,0.654467491,1.086509617,1.561960822,1.273970938,-0.127400829,0.337767219,0.272176975,1.724209897,0.033734667,0.6373804,0.218837515,0.159994899,0,0.249410996,2.188904719,1.404398174,1.561327239,0.371886949,0.00745895,0.091326738,1.269579651,0
32.4841859,-83.6507837,318.2311202,94.73880388,1.322219295,0,0,1.491085832,1.420824956,0.376023427,0.290866802,2.027899775,1.958936556,0.051574644,1.045234449,0.926079032,0.356273217,6.935531749,0.845911789,2.584170487,1.417434573,1.772206343,0.113924895,0.021341999,0.073306095,0.322219295,1
39.63835365,-95.45681141,24.22552397,26.86449268,2.418301291,0,0.477311193,1.550565349,1.334659516,0.35671827,0.255557381,1.926188063,1.945755725,0.035196397,1.060729929,0.550726822,0.40744271,5.82565223,0.076723994,2.359835482,1.571475904,1.021189299,0.336459734,0.116390688,0.065742445,-0.425968732,1
43.63164,-124.179,6.059994,14.48418,0.602059991,0.472537638,0.911276477,1.320587837,1.128217628,0.869901249,0.663815843,1.359708969,2.182328184,0.012497246,0.501850409,0.534481876,0.507213371,0,0.375434875,3.191405735,1.333578728,1.55195156,0.718091073,0,0.049379162,1.021189299,1
34.8073112,-84.2659692,600.0211883,1341.255674,0.77815125,0,0.04592844,1.38923587,1.250032397,0.545043987,0.519574807,1.748744899,2.054162708,0.058353888,1.044798895,1.045145708,0.200019365,4.505677217,0.038428615,2.906628763,1.236257813,1.67851605,0.231761027,0.002599773,0.052204716,1.5289167,1
43.54943,-115.7987,6959.146,2331.872,0.954242509,0.327992848,1.553411233,1.568523335,1.14833237,0.041577971,0.262518198,0.923001202,1.713245942,0.011957499,0.680525691,0.308615416,0.153123946,3.648557616,0.129934705,2.497760111,1.079474079,1.768151816,0.29343743,0.000223366,0.055256703,1.44870632,1
33.2882806,-87.1410494,14.99873373,42.73934657,0.954242509,0,0,1.481318457,1.358456978,0.443355398,0.342869337,2.097292026,1.908797668,0.079454764,0.977188815,1.016051415,0.475802582,4.600774296,0.313801834,2.822659744,1.478668578,1.468224781,0.172046314,0.004729475,0.069058891,0.579783597,1
41.5778835,-85.6635443,0.687534924,14.28954542,1.612783857,0,1.094601331,1.513668429,1.213545644,0.480951419,0.316616208,1.834929079,1.965440815,0.072313511,1.17404295,1.113565014,0.604179632,6.10989965,1.4879101,2.572871602,1.534033897,1.2001444,0.441841259,0.059828149,0.072700874,0.973127854,0
42.1199818,-119.9976109,9.595702356,13.75617846,2.970346876,0,0.777200305,1.657522595,1.333272686,0.123440058,0.144629359,0.330413771,1.174738013,0.014490381,0.384342663,0.115058892,0.086254401,0,0.460866523,2.354108439,1.615216274,1.421049144,0.372647523,0,0.094820065,0.176091259,0
44.3235543,-89.1909906,0.186886143,6.737155775,0.77815125,0,1.293759734,1.45274,1.119973354,0.414710211,0.27357084,2.143888754,1.744612386,0.035457638,1.000314411,0.761391962,0.510218165,6.10242711,1.310894155,2.46834733,0.969415912,1.753379309,1.202488317,0,0.047146313,1.230448921,1
30.961131,-83.6556566,29.38121695,87.25734654,1.908485019,0,0,1.493013221,1.430000098,0.241079559,0.32097586,2.104708993,1.852566401,0.04436099,0.924631025,0.703460148,0.38103812,7.239813549,1.184248467,2.5132176,1.337170677,1.803973185,0.234189711,0.023567335,0.04978755,0.113943352,1
42.3549666,-71.4797893,6.284518505,6.579366257,2.260071388,0,1.000967815,1.422147625,1.146392565,0.545774522,0.512277763,1.88322597,2.023205573,0.030368105,1.016292872,0.933653333,0.403502553,5.231613153,1.161349352,2.785329835,0.912828803,1.672898414,0.248128463,0.005588623,0.080275786,0.447158031,1
39.606337,-84.9674551,50.20492541,72.75154288,1.653212514,0,1.029841618,1.500638334,1.23958846,0.339459273,0.306446135,1.560783106,1.984356014,0.062298004,1.092171293,1.264365306,0.419439046,6.502053431,0.069342283,2.588825731,1.416275808,1.361345151,0.257741138,0.091325555,0.100599336,1.068185862,1
42.25891476,-71.93931,1.0368,25.73375839,1.146128036,0,0.644642734,1.320587815,1.171968177,0.606948124,0.488650631,2.107633891,2.018093421,0.026414155,1.031996927,0.638163069,0.430025016,0,0.546216958,2.702095303,0.871572936,1.668944734,0.252853031,0,0.060697843,0.208620484,0
45.8881639,-93.2755908,14.43389199,7.142349516,1.838849091,0,1.405742281,1.406785963,1.061184908,0.483064763,0.24128398,1.909662992,1.712432218,0.035410044,0.982609276,0.683717423,0.160957628,5.564447485,1.080997139,2.344392274,1.046315533,1.720852832,0.694526295,0.062538799,0.048602114,0.740362689,1
46.3668879,-99.5118588,91.69963217,103.3135279,2.904174368,0,1.392864595,1.432586365,1.135335803,0.496896971,0.201054666,2.016218274,1.689430966,0.029941873,0.937080111,0.592748519,0.368709532,4.002488846,0.409921021,1.376989,1.38449368,1.504990923,0.297182692,0.029443891,0.056625997,0.041392685,1
45.3366714,-70.6674859,166.5280659,272.7759227,0.698970004,0,1.606059599,1.29099804,0.845342223,0.830063044,0.50230881,2.222170011,2.039994197,0.052127336,0.823688489,0.827618761,0.440932274,0,0.788186368,2.808983174,0.855002201,1.667156355,0.716889085,8.17943e-05,0.050347421,1.414973348,1
37.9463519,-122.6247455,19.39228254,99.6608727,0.84509804,0,0.133823784,1.398896462,1.271158358,0.783039375,0.655273652,0.281033373,1.982474761,0.022904719,0.905020459,0.469865299,0.30653371,0,0.369975248,2.626385662,1.435819401,1.476171043,0.392828207,0,0.062218962,1.212187604,1
45.7732901,-99.6410085,11.1127923,57.76217216,1.653212514,0,1.408532258,1.438440603,1.209459893,0.470227544,0.182736949,2.297198588,1.6249378,0.027113639,0.969910461,0.595655825,0.398330396,3.75375498,0.178587633,1.230448921,1.448684177,1.440272333,0.347180405,0.010736078,0.058122088,0.612783857,1
40.6710886,-109.9197001,10.12525383,60.68523709,1.643452676,0,1.761287088,1.272225464,0.898026107,0.385803244,0.243119461,1.722633927,1.72284864,0.030301482,0.767843059,0.400288216,0.48073405,0,0.533962393,2.382904818,1.143941715,1.757742621,0.193167685,0,0.053870725,-0.455931956,0
47.7628537,-91.6087447,10.03622197,75.18450914,1.322219295,0,1.510952922,1.36582196,0.916948767,0.677053423,0.469986205,1.630326141,1.7503991,0.031389839,0.896962387,0.61538542,0.059020301,0,1.409170402,2.485721426,0.968750574,1.777933566,0.994973159,0,0.044285747,0.740362689,0
46.05021865,-89.86417404,1.0242,9.483053805,1.380211242,0,1.458231266,1.337419956,1.040485019,0.690335639,0.496556488,1.739493226,1.785976051,0.023956352,0.885184691,0.513161377,0.091411639,0,1.154390275,2.509202522,0.644223924,1.912293379,1.19972,0,0.468467401,0.419129308,1
48.50141,-120.7379,3.6351,21.95987,0.602059991,0.966972717,1.804006124,1.25924377,0.61507838,0.622515851,0.311691361,1.132579848,2.13329391,0.021947618,0.483723911,0.318174817,0.424229033,0,0.222235477,2.890979597,1.0523091,1.617745412,0.423245874,0,0.073006406,1.431363764,0
37.56936,-115.2249,3981.235,81.85229,1.51851394,0,0.86155717,1.6464498,1.405920315,0.02469835,0.103109013,0.881722602,1.231394143,0.020259216,0.608976354,0.196516272,0.187049847,2.257724957,0.171034924,0.926209792,1.252827744,1.626825249,0.231964906,0.001663269,0.053720585,0.146128036,1
41.97143708,-75.87981792,3.506200681,12.61952818,1.079181246,0,0.55033269,1.428886979,1.179290109,0.645594379,0.443740242,2.060112097,2.079132983,0.029835087,1.026865223,0.772567079,0.558127197,4.621357583,0.254181468,2.758911892,1.272073788,1.352343412,0.487138375,0.012032573,0.068640333,0.301029996,0
48.18443,-116.528,3.659112,39.32951,1,0,1.415521049,1.489149855,1.02192144,0.226102385,0.462191584,1.025988196,1.801769447,0.017528528,0.644632255,0.344823995,0.3395868,0,0.918073979,2.883661435,0.700703717,1.69862243,0.187520721,0,0.040423426,1.155336037,1
35.11670652,-112.0134231,6.9273,16.72327332,1.880813592,0,1.094027975,1.448499395,1.31192064,0.269568098,0.276407519,2.011105025,1.609478792,0.030815884,0.757692858,0.275987171,0.34785675,0,0,1.995635195,1.619406411,1.489114369,0.271841607,0,0.125615273,0.079181246,0
34.3606808,-109.363087,1938.510827,529.2331386,2.371067862,0.072510198,1.086369894,1.553406625,1.398283592,0.321015117,0.206010638,1.91900411,1.536795879,0.042521626,0.714788606,0.330458919,0.200847388,0,0.077999526,1.136441986,1.421453296,1.618297729,0.171286482,5.11197e-05,0.087999383,0.191885526,1
32.04443,-94.46405,298.6068,1426.252,1.079181246,0,0,1.491085899,1.380602835,0.476693554,0.406406125,1.732474177,2.059796216,0.05419771,1.044678493,0.920914827,0.368429513,6.117320243,0.780424348,2.454040759,1.493422328,1.488954357,0.225099554,0.038004264,0.059769763,0.681241237,1
37.69858857,-84.22950013,9.797937973,50.06446701,1.707570176,0,0,1.456939568,1.344696479,0.487260881,0.355305928,2.197087475,2.027835277,0.039422607,1.050559165,0.748918277,0.48119933,6.437046191,0.127108372,2.718501689,1.584137891,0.893262276,0.18436995,0.065508469,0.078103713,0.496278288,1
46.13856683,-89.55280909,3.4713,48.37396564,1.301029996,0,1.428462174,1.348289544,1.029442364,0.854042923,0.536864017,2.206385059,1.779646589,0.023956352,0.907381638,0.545781742,0.062279372,0,1.571983149,2.509202522,0.615950052,1.933031495,1.152899596,0,0.047146313,0.37819595,1
34.72903,-97.77308,7.345544,14.4921,1.556302501,0,0.345160158,1.496842504,1.375591561,0.160423629,0.240465726,1.64028263,2.076258038,0.047732291,1.088665074,0.733217494,0.451141123,3.580556087,0,2.193124598,1.383733663,1.586159893,0.265554482,0.005616133,0.065195053,0.69019608,1
40.70452574,-110.9631214,0.3717,2.690051335,1.079181246,0.144169542,1.686973883,1.394093024,0.90759048,0.434015377,0.3116913,1.551450003,1.814283675,0.044904523,0.888864835,0.506039906,1.077008043,0,0,2.201397124,1.022840611,1.766264091,0.330413773,0,0.051162569,0.109747238,0
32.49282566,-100.578457,129.6101257,12.0798201,2.056904851,0,0.133823781,1.649549493,1.51913525,-0.024622475,0.098616477,1.669239373,1.57703518,0.032735658,0.9043506,0.502073252,0.384801078,6.41508654,0,0.98219433,1.607741134,1.250704139,0.33469451,0.076357997,0.070645619,-0.488116639,1
38.3884904,-115.1177953,450.3431012,72.28415911,1.380211242,0,0.504900565,1.662757832,1.441338391,0.03053279,0.082717067,0.794521246,1.142981321,0.012334079,0.552610428,0.170872067,0.193171167,1.262467342,0.077221143,0.90567646,1.223874191,1.588306077,0.181574231,0.000550615,0.051584063,0.361727836,0
41.0880567,-82.7283796,34.71130308,80.71896369,1.903089987,0,1.025160669,1.444216975,1.217492581,0.474548922,0.304595262,2.292643651,1.947915459,0.061817253,1.128849961,1.225846914,0.395721641,0,0.186626162,2.531444824,1.513380468,1.166621584,0.14603667,0.079588963,0.109213194,0.643452676,1
35.11601421,-80.26303923,2.381520795,6.156235635,2.149219113,0,0,1.46316379,1.372218344,0.445659352,0.477584084,2.329133347,1.946667149,0.036569057,1.096661188,0.61097278,0.390723592,6.580451805,0,2.575187845,1.417797713,1.283371189,0.165892974,0.031782429,0.057773331,0.319254816,1
42.52617,-100.6684,25.10546,255.5777,2.561101384,0,1.078254124,1.485251822,1.285864357,0.22989538,0.14462937,1.494850022,1.702100123,0.030664477,0.935872434,0.482489549,0.40508442,0,1.007728428,1.986771734,0.691822657,1.901780186,0.144921681,0,0.043091,0.176091259,0
45.09124999,-100.4923803,0.818030072,3.620381011,2.540329475,0,0.784282125,1.626130127,1.297331051,-0.004727646,0.170642792,1.776119808,1.578390862,0.022098255,0.758128854,0.330644046,0.548196623,0,0,1.380211242,1.767675224,0.969734813,0.336459734,0,0.148982493,0.292256071,0
47.30588,-112.431,8.157186,83.23066,1.819543936,0,1.416614382,1.461099014,1.07202221,0.351041045,0.254963684,1.120080134,1.590421487,0.034798572,0.550634443,0.265534337,0.472644998,0,0.099958458,2.025305865,1.437088103,1.463275615,0.182707893,0.002139074,0.073256868,0.447158031,1
46.48448683,-86.10510095,2.4552,11.12022039,1.785329835,0,1.357331992,1.38184674,1.119216041,0.745538904,0.560279754,1.670987613,1.809385737,0.01977351,0.905762781,0.622375283,0.503604655,0,1.104835407,2.658964843,0.794892627,1.944619272,0.513617854,0,0.026356282,-0.167491087,0
44.3645622,-101.0545158,46.21800441,10.57223489,2.322219295,0,0.244176445,1.536876442,1.344696478,0.226102395,0.112856915,1.934262725,1.531088443,0.027864461,0.818279965,0.426489576,0.374159523,5.701180324,0.386806529,1.343136193,1.766949855,0.968236216,0.335851141,0.067987692,0.147382686,0.267171728,1
41.1720516,-85.9379419,84.20859888,94.68796912,1.531478917,0,1.068831638,1.469300066,1.209254593,0.523305995,0.298457662,1.945972998,1.910603287,0.072313511,1.149240596,1.113171129,0.393596609,6.543206617,0.426038165,2.555135955,1.310703942,1.575236876,0.62862292,0.093397568,0.075955897,0.897627091,1
35.6738501,-88.3194801,11.46526755,56.72361018,1.505149978,0,0.235978867,1.493013207,1.3220157,0.237383408,0.301937387,1.742548394,2.010412157,0.054066205,1.026178874,0.942959515,0.467382022,5.363501226,0.211731409,2.797512265,1.330007701,1.530071569,0.100370545,0.004420309,0.052997102,0.342422681,1
39.93104164,-104.9732957,0.486,9.204629265,2.045322979,0,1.193117287,1.641427274,1.406003437,0.103695999,0.155222435,0.701999482,1.511387537,0.030272279,0.872564565,0.227868032,0.551141382,5.26653601,0.804164683,1.342422681,1.564192461,1.42078062,0.227886705,0.043384112,0.05885631,0.356547324,1
46.98806594,-94.46779773,3.1419,1.504053802,1.462397998,0,1.243103186,1.426652133,1.036835238,0.474548922,0.425273558,1.996839902,1.762387811,0.031754267,0.943594922,0.47723676,0.139384235,0,0.621135209,2.167317335,1.297322714,1.646599752,0.374748346,0,0.075693833,-0.124938737,1
38.776371,-105.0043919,2.844291058,40.33012996,0.903089987,0,1.675696569,1.353623958,0.978053452,0.339459273,0.376921657,2.114143742,1.880413398,0.038818252,0.824267191,0.563394277,0.562929601,0,0,1.441577986,0.972202838,1.773859552,0.146128036,0,0.0369994,1.136720567,0
36.93107268,-96.1029813,1840.796214,1245.389041,1.944482672,0,0.15344141,1.547466211,1.411387324,-0.052651199,0.101375259,1.703087333,1.902491578,0.037935597,1.004212344,0.558466838,0.393795514,5.18326785,0.03438046,2.420938155,1.557554219,1.149886692,0.389369793,0.024203637,0.097479569,0.194976603,1
39.97091954,-74.5712097,78.76134668,37.14026102,1.602059991,0,0.014019761,1.504401281,1.275411115,0.47022755,0.536242704,1.953856302,2.074312474,0.031012894,1.100970906,0.752263749,0.311664811,3.539571646,1.489926435,2.748903079,0.891207303,1.885544366,0.559928774,0.002312831,0.051449821,0.180890142,1
44.30658,-118.685,8.744711,12.72532,1.86332286,0,1.603404438,1.403647363,1.089413692,0.441039194,0.340680235,1.079904468,1.897672882,0.019182115,0.489220818,0.265075491,0.219544271,0,0.021967588,2.129336849,1.31993844,1.360025089,0.354108439,0,0.076320152,0.77815125,0
39.9208141,-81.4692824,0.374180733,10.3230291,1.949390007,0,0.970036777,1.426652133,1.202424664,0.465862747,0.391480381,2.168468017,1.99235098,0.050442403,1.157028919,1.501440434,0.615566258,6.570515727,0,2.597695186,1.545065063,1.081505027,0.13269029,0.043066538,0.07710798,0.579783597,0
44.76282381,-71.95376535,1.1358,12.54780078,1.113943352,0,1.467555676,1.353623958,1.011362832,0.866426891,0.536242709,1.985516276,2.030444538,0.024847197,0.867213254,0.604342123,0.36800754,0,0.412424602,2.797745879,0.880977477,1.608599261,0.197389793,0.0023167,0.045301151,0.230448921,1
34.5872144,-112.4185161,115.8185594,61.45952704,2.103803721,0,0.065968647,1.529866686,1.385557016,-0.011258514,0.247170745,1.647676306,1.51036625,0.04010903,0.838037256,0.331825118,0.288415517,0,0.045346632,1.980283003,1.527941707,1.478386723,0.058977873,0,0.060807568,0.785329835,1
40.63158462,-120.00287,300.6823125,37.07423963,2.222716471,0,0.278013049,1.662757832,1.39995671,0.02249007,0.099750406,0.404222636,1.137740197,0.037863839,0.511057895,0.147029708,0.271890178,1.10094493,0.051310935,1.208904154,1.557464729,1.473798202,0.316462301,0.000233149,0.105967296,0.029963223,0
44.67992189,-88.71573368,3.997237294,1.720295418,1.785329835,0,1.106191342,1.469300066,1.173810266,0.446806767,0.348773277,2.033202529,1.80794635,0.031950692,0.985640665,0.581112666,0.323443086,6.297662874,1.099022614,2.46834733,1.421235391,1.535364542,0.586722419,0.067768216,0.077131722,0.278753601,0
